# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 100, mean observations per image: 2279.6300000000001
100 0.99989583115307568 -0.0039966863602293517 -0.013868073017780364 -0.00017289190691633489 0.78832627796398358 0.13639999792998153 -0.81526493885443518 100 990.jpg
99 0.99971653115800763 -0.0064901764272708084 -0.022894251397791179 0.00076693694525399245 0.89399758301886745 0.13537205521386519 -0.74102164487142608 99 980.jpg
98 0.99952302821229355 -0.0055156258398882333 -0.030368125446307407 0.0010348438522315723 0.96299550852050075 0.12624640534847406 -0.63114681026925235 98 970.jpg
97 0.99927392783108615 -0.004680732545840784 -0.037770877008893505 0.001751784760360142 1.0317663548245259 0.12277372683892068 -0.47860563053274541 97 960.jpg
96 0.99899266898342765 -0.0041876378019975458 -0.044611101662292464 0.0024414371758817049 1.0782476403562162 0.13255127869175151 -0.3289057560012858 96 950.jpg
95 0.99865408874219175 -0.0028567787411305869 -0.051716705728076406 0.0026892754344603358 1.1096749916343422 0.12974231062557962 -0.19777567529278858 95 940.jpg
94 0.99821896154998468 -0.0023905324467341236 -0.059536221281812636 0.0029374329225152363 1.1620562979358493 0.12110813750449799 -0.031402601939952403 94 930.jpg
93 0.99761686925553317 -0.0017843403285845167 -0.068864433004983641 0.0038843497888763475 1.2055315027800315 0.10237972247708299 0.15560036664628393 93 920.jpg
92 0.99575801374449757 0.00034837180824531328 -0.091869936682293402 0.0050765573657289651 1.2154786343619208 0.086878643230884525 0.50408888295215903 91 900.jpg
91 0.99687186192108457 -0.00011387048673562899 -0.078898908379243585 0.0046303563649196921 1.2238087169942249 0.092975964963074739 0.33590443501868861 92 910.jpg
90 0.99389635200169757 0.0021556160339125776 -0.110216461796629 0.0042102667687730511 1.1847470733597123 0.07154482636204261 0.70848310175218321 90 890.jpg
89 0.99063981397257073 0.0026240903929385553 -0.13645646088453769 0.002346786071843316 1.1406245572800497 0.076442370090351749 0.92717302157056092 89 880.jpg
88 0.98498184541631839 0.0029694499696691751 -0.17263232934989106 -0.00015946903251154096 1.0796351564265529 0.081362278744443933 1.1398440823397165 88 870.jpg
87 0.95134193192400351 0.0030174060572725949 -0.30792136931706476 -0.011128977567323835 0.80524339261615874 0.07880247929516819 1.8433216375612129 85 840.jpg
86 0.96426382750747053 0.0034927355429428607 -0.26481735777049825 -0.0074053212301884129 0.92620122614402745 0.083244888407281212 1.6027421158363808 86 850.jpg
85 0.97580305714384252 0.0031659014972295106 -0.21859527799462636 -0.0038046254602352681 1.0097229923504889 0.085744026872824605 1.3629003962699742 87 860.jpg
84 0.93845824651539833 0.0030031110292371658 -0.34507475592512643 -0.014509090068102914 0.66654625006885504 0.073725045769158878 2.0345750681717671 84 830.jpg
83 0.92392852855279761 0.0030281730279646587 -0.38216715394825057 -0.017180533678243005 0.50875139352642929 0.042807858031290995 2.2396621736755105 83 820.jpg
82 0.88910099186641189 0.0017658242624789338 -0.45703598455898869 -0.024787435224977717 0.14904629558000229 0.014329602825552871 2.6268595321343389 81 800.jpg
81 0.90864620545421138 0.0024508943460624585 -0.41705007105558289 -0.020622915969885327 0.34827257827890817 0.015983528523838893 2.4510910214265245 82 810.jpg
80 0.83803847054494041 0.0010031486227086374 -0.54457091774702193 -0.03366052768012251 -0.28097575306868666 -0.023844797996212759 2.933944454845328 79 780.jpg
79 0.86379568050431743 0.0011542778486937095 -0.50299357991458804 -0.029208706740256548 -0.075225157141475277 -0.00211293314650824 2.7712402144543615 80 790.jpg
78 0.81571996313712469 -0.00039530064202829675 -0.57728465565783338 -0.036649854283301989 -0.49342582023195214 -0.0094685382367356661 3.0725150805995844 78 770.jpg
77 0.79590246782780927 -0.0012845320245200079 -0.60417822567017843 -0.038810865864035281 -0.70120327870983445 -0.016588286473360254 3.1810266325477237 77 760.jpg
76 0.77987217616037674 -0.0011050661984410089 -0.62455186469429425 -0.041630949862516621 -0.87873177193610841 -0.042433252874614837 3.3232206209975073 76 750.jpg
75 0.77177493742910319 -0.0012961205808720338 -0.63442444379428142 -0.043213321372701216 -0.97931918986387978 -0.034017944534685693 3.4603892507635159 75 740.jpg
74 0.76523431842071132 0.001673459809692682 -0.64201348557170534 -0.047247452709372931 -1.0457365470861868 -0.082333589611963534 3.5603808044034126 74 730.jpg
73 0.75965674117357607 0.0060717402813023008 -0.64823325222742123 -0.051753456562430716 -1.0692142687278303 -0.17527255686003121 3.6688678554653258 73 720.jpg
72 0.75572482056775969 0.010795546037944033 -0.65242911204314946 -0.055674999076404608 -1.0832615328753152 -0.27330042570477836 3.8050631325795852 72 710.jpg
71 0.75328826370585455 0.014761648961917466 -0.6549038395813741 -0.058650203618726748 -1.0915704956962682 -0.38253994979777117 3.9256130758944243 71 700.jpg
70 0.75115223790337871 0.015344057267513804 -0.65731807697169908 -0.05888820837438348 -1.1122944389435787 -0.47341718868739224 4.0042847389653744 70 690.jpg
69 0.74740237921427277 0.014744028305566906 -0.66163522882440329 -0.058404804191510173 -1.1660733971964186 -0.63097079331372696 4.2621258363111139 68 670.jpg
68 0.7495442702887869 0.015735587215025222 -0.65910217889498679 -0.059330396493948508 -1.1379128348010408 -0.56162815126438104 4.1126992945803167 69 680.jpg
67 0.74526681198933231 0.01330465718239157 -0.66419190327321587 -0.057004216254759446 -1.1973551930433384 -0.65119356219706737 4.3666134545466253 67 660.jpg
66 0.74308167339555631 0.012841584676878395 -0.6667164167927726 -0.056159949658565057 -1.2264528134402233 -0.66050483198153975 4.3976925835224012 66 650.jpg
65 0.74067213884149352 0.013110536583498105 -0.66931096564225845 -0.057058985668235265 -1.2597822983800224 -0.66421013849582178 4.4075978731125707 65 640.jpg
64 0.73732403268046776 0.012968767238651938 -0.67302338309274357 -0.056785629507124437 -1.2990396450869355 -0.67139624033614853 4.4349188076297272 64 630.jpg
63 0.72386890352200783 0.0086597015396346743 -0.68774010609647473 -0.054335683942510156 -1.4340245563928335 -0.8140557744798077 4.8588821585280124 61 600.jpg
62 0.72761344350268242 0.011328485325746675 -0.68360507208695442 -0.055986138207446079 -1.389619579615986 -0.81871095153054207 4.7035156647547458 62 610.jpg
61 0.73275039257859043 0.012871088067795048 -0.67797099953589335 -0.057153486824292943 -1.3429059082897956 -0.74782903300463421 4.5244346327879823 63 620.jpg
60 0.71979048799562384 0.0067080871347017885 -0.69212930520177152 -0.053044131050738547 -1.4852510831537959 -0.79830309709432901 4.9505836591480561 60 590.jpg
